OccNo,VesselFlag,YearBuilt,Gross Tonnage,Vessel Type,Vessel Sub Type,Month,Accident Region,Latitude,Logitude,Area Type,Fatalities,Serious Injuries,Vessel Phase,Vessel Sub Phase,Accident Type,Accident Sub Type
M10W0136,CANADA,1993,UPTO 10000,PASSENGER,PASSENGER - CARGO,Aug,PACIFIC REGION,53.5298,-113.4894,RIVER,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M10W0137,CANADA,1985,UPTO 1000,FISHING,FISHING,Aug,PACIFIC REGION,49.02666,-123.1416,HARBOUR,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M10W0138,CANADA,1991,UPTO 100,FISHING,FISHING,Aug,PACIFIC REGION,49.11166,-123.15,RIVER,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M10W0139,CANADA,1985,UPTO 1000,FISHING,FISHING,Aug,PACIFIC REGION,49.11666,-123.2,RIVER,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M10W0140,CANADA,1985,UPTO 1000,FISHING,FISHING,Sep,PACIFIC REGION,49.12638,-123.2347,RIVER,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M10W0141,CANADA,1976,UPTO 100,FISHING,FISHING,Sep,PACIFIC REGION,49.11666,-123.2,RIVER,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M10W0142,CANADA,1926,UPTO 100,FISHING,FISHING,Sep,PACIFIC REGION,50.55333,-126.8083,CHANNEL,0,1,MOVING,AHEAD,ACCIDENT,PERSON SERIOUSLY INJURED OR KILLED
M10W0143,CANADA,1985,UPTO 1000,FISHING,FISHING,Sep,PACIFIC REGION,50.06666,-125.2666,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M10W0144,CANADA,1989,UPTO 100,FISHING,FISHING,Sep,PACIFIC REGION,50.145,-125.3558,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M10W0145,CANADA,1985,UPTO 1000,FISHING,FISHING,Sep,PACIFIC REGION,50.44944,-126.0866,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M10W0146,CANADA,1977,UPTO 100,FISHING,FISHING,Sep,PACIFIC REGION,50.34111,-125.5016,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M10W0147,CANADA,1989,UPTO 100,FISHING,FISHING,Sep,PACIFIC REGION,50.36666,-125.65,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M10W0148,CANADA,1974,UPTO 100,FISHING,FISHING,Sep,PACIFIC REGION,49.15638,-122.9822,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M10W0148,PANAMA,2009,UPTO 100,FISHING,FISHING,Sep,PACIFIC REGION,49.15638,-122.9822,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M10W0149,CANADA,1979,UPTO 100,FISHING,FISHING,Sep,PACIFIC REGION,50.1425,-125.3563,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,CAPSIZES
M10W0150,CANADA,1979,UPTO 100,FISHING,FISHING,Sep,PACIFIC REGION,48.655,-127.7616,SEA,0,0,MOVING,AHEAD,ACCIDENT,EXPLOSION
M10W0151,UNITED STATES - US,1985,UPTO 1000,FISHING,FISHING,Sep,PACIFIC REGION,49.02555,-123.218,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M10W0152,CANADA,1967,UPTO 1000,OTHER,SERVICE,Sep,PACIFIC REGION,54.27666,-130.365,HARBOUR,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M10W0152,CANADA,1985,UPTO 1000,OTHER,SERVICE,Sep,PACIFIC REGION,54.27666,-130.365,HARBOUR,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M10W0153,UNITED KINGDOM,2001,UPTO 100000,CARGO,SOLID CARGO,Sep,PACIFIC REGION,49.18833,-123.3166,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M10W0153,CANADA,1989,UPTO 100000,CARGO,SOLID CARGO,Sep,PACIFIC REGION,49.18833,-123.3166,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M10W0154,CANADA,1969,UPTO 100,FISHING,FISHING,Sep,PACIFIC REGION,48.30027,-123.54,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M10W0154,CANADA,1969,UPTO 100,FISHING,FISHING,Sep,PACIFIC REGION,48.30027,-123.54,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M10W0155,CANADA,2003,UPTO 100,PASSENGER,PASSENGER - CARGO,Sep,PACIFIC REGION,54.335,-130.2722,HARBOUR,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M10W0156,PANAMA,2000,UPTO 100000,CARGO,SOLID CARGO,Jul,PACIFIC REGION,48.93333,-123.125,HARBOUR,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M10W0156,CANADA,1985,UPTO 100000,CARGO,SOLID CARGO,Jul,PACIFIC REGION,48.93333,-123.125,HARBOUR,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M10W0157,CANADA,2002,UPTO 1000,PASSENGER,PASSENGER - CARGO,Sep,PACIFIC REGION,49.29361,-123.1258,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M10W0157,CANADA,1985,UPTO 1000,PASSENGER,PASSENGER - CARGO,Sep,PACIFIC REGION,49.29361,-123.1258,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M10W0158,CANADA,1985,UPTO 100,TUG,SERVICE,Sep,PACIFIC REGION,48.68722,-123.4897,HARBOUR,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M10W0159,CANADA,1985,UPTO 1000,PASSENGER,PASSENGER,Aug,PACIFIC REGION,48.30361,-123.5666,CHANNEL,0,1,MOVING,AHEAD,ACCIDENT,PERSON SERIOUSLY INJURED OR KILLED
M10W0160,CANADA,1996,UPTO 100,TUG,SERVICE,Aug,PACIFIC REGION,51.59861,-127.8672,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M10W0160,CANADA,1985,UPTO 100,TUG,SERVICE,Aug,PACIFIC REGION,51.59861,-127.8672,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M10W0161,CANADA,1979,UPTO 100,FISHING,FISHING,Oct,PACIFIC REGION,51.58,-129.6816,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,RISK OF SINKING
M10W0163,CHINA,2007,UPTO 100000,CARGO,SOLID CARGO,Sep,PACIFIC REGION,48.89166,-123.075,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M10W0164,CANADA,1992,UPTO 100000,OTHER,PASSENGER,Oct,PACIFIC REGION,48.775,-123.3433,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M10W0165,CANADA,1985,UPTO 1000,TUG,SERVICE,Oct,PACIFIC REGION,50.61027,-126.8422,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,UNFIT
M10W0166,UNITED STATES - US,1985,UPTO 1000,TUG,SERVICE,Oct,PACIFIC REGION,49.50899,-124.2516,CHANNEL,0,1,MOVING,AHEAD,ACCIDENT,PERSON SERIOUSLY INJURED OR KILLED
M10W0167,CANADA,1966,UPTO 100,FISHING,FISHING,Oct,PACIFIC REGION,48.97944,-123.6016,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M10W0168,CANADA,1973,UPTO 100,TUG,SERVICE,Oct,PACIFIC REGION,50.31666,-125.2666,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M10W0169,CANADA,1985,UPTO 1000,FISHING,FISHING,Oct,PACIFIC REGION,52.15972,-128.0769,CHANNEL,0,0,NOT MOVING,DOCKED,ACCIDENT,GROUNDING
M10W0170,CANADA,1981,UPTO 100,FISHING,FISHING,Oct,PACIFIC REGION,53.25166,-132.1016,HARBOUR,0,0,NOT MOVING,DOCKED,ACCIDENT,GROUNDING
M10W0171,CANADA,1974,UPTO 1000,TUG,SERVICE,Oct,PACIFIC REGION,48.86666,-123.6333,HARBOUR,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M10W0172,CANADA,1987,UPTO 100,FISHING,FISHING,Oct,PACIFIC REGION,52.68972,-128.2944,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M10W0173,CANADA,1973,UPTO 100,FISHING,FISHING,Oct,PACIFIC REGION,54.17833,-131.1483,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,SANK
M10W0173,CANADA,1973,UPTO 100,FISHING,FISHING,Oct,PACIFIC REGION,54.17833,-131.1483,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,SANK
M10W0174,CANADA,1990,UPTO 100,TUG,SERVICE,Oct,PACIFIC REGION,53.98886,-128.6943,HARBOUR,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M10W0175,CANADA,1972,UPTO 100,FISHING,FISHING,Oct,PACIFIC REGION,53.56666,-130.0666,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M10W0176,CANADA,1991,UPTO 100,CARGO,SOLID CARGO,Oct,PACIFIC REGION,50.05527,-125.2461,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,EXPLOSION
M10W0177,CANADA,1994,UPTO 100,FISHING,FISHING,Aug,PACIFIC REGION,49.15472,-125.9011,HARBOUR,0,1,MOVING,ASTERN,ACCIDENT,COLLISION
M10W0177,CANADA,1985,UPTO 100,FISHING,FISHING,Aug,PACIFIC REGION,49.15472,-125.9011,HARBOUR,0,1,MOVING,ASTERN,ACCIDENT,COLLISION
M10W0178,CANADA,1974,UPTO 1000,TUG,SERVICE,Oct,PACIFIC REGION,48.91666,-127.6166,HARBOUR,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M10W0179,CANADA,1985,UPTO 100,FISHING,FISHING,Oct,PACIFIC REGION,50.76666,-127.4833,HARBOUR,0,0,MOVING,AHEAD,INCIDENT,RISK OF BOTTOM CONTACT
M10W0180,CANADA,1981,UPTO 100,OTHER,SERVICE,Oct,PACIFIC REGION,48.81722,-125.293,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M10W0181,LIBERIA,2009,UPTO 100000,CARGO,SOLID CARGO,Nov,PACIFIC REGION,53.525,-130.865,CHANNEL,0,1,MOVING,AHEAD,ACCIDENT,PERSON SERIOUSLY INJURED OR KILLED
M10W0182,CANADA,1966,UPTO 100,TUG,SERVICE,Oct,PACIFIC REGION,49.16666,-123.9333,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,EXPLOSION
M10W0183,CANADA,1985,UPTO 100,FISHING,FISHING,Oct,PACIFIC REGION,54.19861,-130.3152,HARBOUR,0,0,NOT MOVING,DOCKED,ACCIDENT,SANK
M10W0184,CANADA,1975,UPTO 100,FISHING,FISHING,Nov,PACIFIC REGION,49.75833,-124.265,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M10W0185,CANADA,1985,UPTO 1000,FISHING,FISHING,Nov,PACIFIC REGION,52.625,-128.2916,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M10W0186,CANADA,1991,UPTO 100,CARGO,SOLID CARGO,Nov,PACIFIC REGION,49.63,-124.0594,HARBOUR,0,0,NOT MOVING,ANCHORED,INCIDENT,RISK OF BOTTOM CONTACT
M10W0186,CANADA,1985,UPTO 100,CARGO,SOLID CARGO,Nov,PACIFIC REGION,49.63,-124.0594,HARBOUR,0,0,NOT MOVING,ANCHORED,INCIDENT,RISK OF BOTTOM CONTACT
M10W0186,CANADA,1985,UPTO 100,CARGO,SOLID CARGO,Nov,PACIFIC REGION,49.63,-124.0594,HARBOUR,0,0,NOT MOVING,ANCHORED,INCIDENT,RISK OF BOTTOM CONTACT
M10W0187,CANADA,1973,UPTO 1000,OTHER,PASSENGER,Nov,PACIFIC REGION,49.49444,-124.7083,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M10W0187,CANADA,1980,UPTO 1000,OTHER,PASSENGER,Nov,PACIFIC REGION,49.49444,-124.7083,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M10W0188,CANADA,1969,UPTO 1000,TUG,SERVICE,Nov,PACIFIC REGION,49.32166,-123.755,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M10W0189,CANADA,1985,UPTO 1000,TUG,SERVICE,Nov,PACIFIC REGION,49.13194,-125.9147,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M10W0190,CANADA,1985,UPTO 1000,TUG,SERVICE,Nov,PACIFIC REGION,50.55,-126.5833,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M10W0191,CANADA,1986,UPTO 10000,TUG,SERVICE,Nov,PACIFIC REGION,50,-123.9833,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,RISK OF PERSON OVERBOARD
M10W0192,SINGAPORE,1995,UPTO 100000,CARGO,SOLID CARGO,Nov,PACIFIC REGION,49.28972,-123.0758,HARBOUR,0,0,NOT MOVING,DOCKED,ACCIDENT,COLLISION
M10W0192,UNITED KINGDOM,2001,UPTO 100000,CARGO,SOLID CARGO,Nov,PACIFIC REGION,49.28972,-123.0758,HARBOUR,0,0,NOT MOVING,DOCKED,ACCIDENT,COLLISION
M10W0193,CANADA,2001,UPTO 100,TUG,SERVICE,Nov,PACIFIC REGION,54.325,-131,CHANNEL,0,1,MOVING,AHEAD,ACCIDENT,PERSON SERIOUSLY INJURED OR KILLED
M10W0194,CANADA,1982,UPTO 10000,BARGE,LIQUID CARGO,Nov,PACIFIC REGION,49.15,-122.9944,RIVER,0,0,NOT MOVING,DOCKED,INCIDENT,RISK OF COLLISION
M10W0195,CANADA,1985,UPTO 1000,FISHING,FISHING,Nov,PACIFIC REGION,53.12083,-129.655,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M10W0195,CANADA,1985,UPTO 1000,FISHING,FISHING,Nov,PACIFIC REGION,53.12083,-129.655,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M10W0196,CANADA,1992,UPTO 100,TUG,SERVICE,Oct,PACIFIC REGION,50.33666,-125.4416,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M10W0197,CANADA,1985,UPTO 100,FISHING,FISHING,Nov,PACIFIC REGION,48.63666,-123.3183,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M10W0198,CANADA,1978,UPTO 1000,FISHING,FISHING,Nov,PACIFIC REGION,50.76666,-127.4833,HARBOUR,0,0,NOT MOVING,DOCKED,ACCIDENT,GROUNDING
M10W0199,PANAMA,2003,UPTO 100000,CARGO,SOLID CARGO,Nov,PACIFIC REGION,48.50833,-124.72,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M10W0200,CANADA,1985,UPTO 1000,TUG,SERVICE,Nov,PACIFIC REGION,50.8,-127.4666,BAY,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M10W0201,CANADA,1985,UPTO 1000,TUG,SERVICE,Nov,PACIFIC REGION,53.94333,-130.245,RIVER,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M10W0202,UNITED STATES - US,1977,UPTO 1000,TUG,SERVICE,Nov,PACIFIC REGION,53.56833,-129.6488,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,RISK OF BOTTOM CONTACT
M10W0203,CANADA,1985,UPTO 1000,TUG,SERVICE,Nov,PACIFIC REGION,49.2,-123.025,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF PERSON OVERBOARD
M10W0204,CANADA,1965,UPTO 10000,OTHER,PASSENGER,Nov,PACIFIC REGION,48.88333,-123.3,HARBOUR,0,0,NOT MOVING,DOCKED,ACCIDENT,UNFIT
M10W0205,CANADA,1978,UPTO 10000,OTHER,PASSENGER,Nov,PACIFIC REGION,49.8,-124.6166,CHANNEL,0,1,MOVING,AHEAD,ACCIDENT,PERSON SERIOUSLY INJURED OR KILLED
M10W0206,CANADA,1969,UPTO 10000,TUG,SERVICE,Dec,PACIFIC REGION,53.41333,-131.89,CHANNEL,0,1,MOVING,AHEAD,ACCIDENT,PERSON SERIOUSLY INJURED OR KILLED
M10W0207,CANADA,1976,UPTO 1000,TUG,SERVICE,Dec,PACIFIC REGION,49.15,-123.6333,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M10W0207,CANADA,1969,UPTO 1000,TUG,SERVICE,Dec,PACIFIC REGION,49.15,-123.6333,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M10W0208,CANADA,1985,UPTO 100,FISHING,FISHING,Dec,PACIFIC REGION,49.16222,-125.9086,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M10W0209,CANADA,1985,UPTO 100,FISHING,FISHING,Dec,PACIFIC REGION,54.28333,-130.3666,HARBOUR,0,0,NOT MOVING,DOCKED,ACCIDENT,EXPLOSION
M10W0210,UNITED STATES - US,1985,UPTO 100,TUG,SERVICE,Dec,PACIFIC REGION,52.37294,-128.5191,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M10W0212,CANADA,2000,UPTO 10000,OTHER,PASSENGER,Dec,PACIFIC REGION,49.62388,-116.9277,RIVER,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M10W0213,CANADA,1996,UPTO 100,FISHING,FISHING,Dec,PACIFIC REGION,49.59222,-124.7077,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M10W0214,CANADA,1962,UPTO 100,TUG,SERVICE,Nov,PACIFIC REGION,49.12543,-122.3005,RIVER,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M10W0215,UNITED STATES - US,1963,UPTO 10000,FISHING,FISHING,Dec,PACIFIC REGION,53.53833,-129.6022,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M10W0215,UNITED STATES - US,1963,UPTO 10000,FISHING,FISHING,Dec,PACIFIC REGION,53.53833,-129.6022,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M10W0216,CANADA,1987,UPTO 100,FISHING,FISHING,Dec,PACIFIC REGION,50.92277,-127.6066,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M10W0217,UNITED STATES - US,1985,UPTO 100,TUG,SERVICE,Dec,PACIFIC REGION,50.30833,-125.4166,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M10W0218,CANADA,1985,UPTO 100,PASSENGER,PASSENGER - CARGO,Dec,PACIFIC REGION,52.16416,-128.1338,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M10W0219,CANADA,1985,UPTO 100,TUG,SERVICE,Dec,PACIFIC REGION,54.0075,-132.1405,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M10W0220,CANADA,1984,UPTO 1000,TUG,SERVICE,Dec,PACIFIC REGION,48.65277,-123.4511,HARBOUR,0,0,MOVING,TOWED,ACCIDENT,COLLISION
M10W0220,CANADA,1991,UPTO 1000,TUG,SERVICE,Dec,PACIFIC REGION,48.65277,-123.4511,HARBOUR,0,0,MOVING,TOWED,ACCIDENT,COLLISION
M10W0221,CANADA,1968,UPTO 10000,CARGO,SOLID CARGO,Dec,PACIFIC REGION,49.14416,-123.033,RIVER,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M10W0222,CANADA,1990,UPTO 100,TUG,SERVICE,May,PACIFIC REGION,52.69166,-131.4416,BAY,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M10W0223,CANADA,1990,UPTO 100,FISHING,FISHING,Aug,PACIFIC REGION,50.37332,-125.5787,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M10W0223,CANADA,1985,UPTO 100,FISHING,FISHING,Aug,PACIFIC REGION,50.37332,-125.5787,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M10W0224,CANADA,1985,UPTO 1000,FISHING,FISHING,Mar,PACIFIC REGION,50.90833,-127.29,HARBOUR,1,0,MOVING,AHEAD,ACCIDENT,PERSON SERIOUSLY INJURED OR KILLED
M11C0001,LIBERIA,2006,UPTO 10000,CARGO,SOLID CARGO,Mar,CENTRAL REGION,45.50679,-73.53072,RIVER,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M11C0002,ANTIGUA AND BARBUDA,2004,UPTO 100000,CARGO,SOLID CARGO,Apr,CENTRAL REGION,45.50222,-73.52194,DOCK,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M11C0003,CANADA,1982,UPTO 100000,CARGO,SOLID CARGO,Apr,CENTRAL REGION,46.50138,-84.40138,RIVER,0,0,MOVING,ASTERN,ACCIDENT,COLLISION
M11C0004,ANTIGUA AND BARBUDA,2009,UPTO 10000,CARGO,SOLID CARGO,May,CENTRAL REGION,45.31416,-73.92027,DOCK,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M11C0005,NORWAY,2008,UPTO 100000,CARGO,LIQUID CARGO,May,CENTRAL REGION,45.21055,-74.29222,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M11C0006,CANADA,1989,UPTO 10000,CARGO,SOLID CARGO,May,CENTRAL REGION,45.22166,-74.08833,RIVER,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M11C0007,CANADA,1975,UPTO 1000,PASSENGER,PASSENGER,May,CENTRAL REGION,45.42624,-75.70252,RIVER,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M11C0009,CANADA,1975,UPTO 1000,PASSENGER,PASSENGER - CARGO,Jun,CENTRAL REGION,44.24388,-76.39833,LAKE,0,0,MOVING,AHEAD,INCIDENT,RISK OF PERSON OVERBOARD
M11C0010,CANADA,1963,UPTO 100000,CARGO,SOLID CARGO,May,CENTRAL REGION,48.355,-89.22166,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M11C0011,CANADA,1976,UPTO 100000,CARGO,SOLID CARGO,May,CENTRAL REGION,42.902,-79.24529,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M11C0012,CANADA,1979,UPTO 1000,FISHING,FISHING,Jun,CENTRAL REGION,44.32583,-81.60805,LAKE,0,0,MOVING,DRIFT,ACCIDENT,SANK
M11C0013,CHINA,2004,UPTO 100000,CARGO,SOLID CARGO,Jun,CENTRAL REGION,45.49085,-73.51324,DOCK,0,1,MOVING,AHEAD,ACCIDENT,PERSON SERIOUSLY INJURED OR KILLED
M11C0014,CANADA,1977,UPTO 10000,CARGO,LIQUID CARGO,Jul,CENTRAL REGION,42.985,-82.41805,HARBOUR,0,0,NOT MOVING,DOCKED,ACCIDENT,COLLISION
M11C0015,CANADA,1985,UPTO 100000,CARGO,SOLID CARGO,Apr,CENTRAL REGION,43.21906,-79.2141,HARBOUR,0,0,NOT MOVING,DOCKED,ACCIDENT,UNFIT
M11C0016,CANADA,1987,UPTO 100000,CARGO,SOLID CARGO,Jul,CENTRAL REGION,43.04277,-79.2125,DOCK,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M11C0017,CANADA,2010,UPTO 1000,TUG,SERVICE,Jun,CENTRAL REGION,43.29444,-79.80277,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M11C0018,CANADA,1969,UPTO 1000,TUG,SERVICE,Jul,CENTRAL REGION,41.50361,-81.71222,RIVER,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M11C0019,CANADA,1967,UPTO 100000,CARGO,SOLID CARGO,Jun,CENTRAL REGION,44.82333,-75.31666,DOCK,0,0,MOVING,TOWED,ACCIDENT,GROUNDING
M11C0019,CANADA,1941,UPTO 100000,CARGO,SOLID CARGO,Jun,CENTRAL REGION,44.82333,-75.31666,DOCK,0,0,MOVING,TOWED,ACCIDENT,GROUNDING
M11C0020,CANADA,2008,UPTO 100,OTHER,SERVICE,Jun,CENTRAL REGION,45.41709,-73.78837,LAKE,0,0,MOVING,AHEAD,INCIDENT,RISK OF PERSON OVERBOARD
M11C0021,CANADA,2007,UPTO 10000,BARGE,LIQUID CARGO,Jul,CENTRAL REGION,45.23444,-74.14166,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,RISK OF BOTTOM CONTACT
M11C0022,CANADA,1983,UPTO 100000,CARGO,SOLID CARGO,Jul,CENTRAL REGION,42.31357,-83.07063,RIVER,0,0,MOVING,AHEAD,ACCIDENT,UNFIT
M11C0023,CANADA,1952,UPTO 100000,CARGO,LIQUID CARGO,Jun,CENTRAL REGION,42.32079,-83.05175,RIVER,0,0,NOT MOVING,DOCKED,INCIDENT,RISK OF CARGO LOSS
M11C0024,CANADA,1904,UPTO 100,OTHER,SERVICE,Jul,CENTRAL REGION,45.48892,-76.02563,RIVER,0,0,MOVING,AHEAD,ACCIDENT,UNFIT
M11C0025,CANADA,1974,UPTO 100000,CARGO,SOLID CARGO,Aug,CENTRAL REGION,42.15886,-83.12344,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M11C0026,PORTUGAL,2010,UPTO 100000,CARGO,LIQUID CARGO,Jul,CENTRAL REGION,45.3325,-73.9625,DOCK,0,0,NOT MOVING,DOCKED,ACCIDENT,COLLISION
M11C0027,CANADA,1943,UPTO 100000,CARGO,SOLID CARGO,Aug,CENTRAL REGION,41.89722,-83.09222,LAKE,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M11C0028,CANADA,1966,UPTO 100000,CARGO,SOLID CARGO,Aug,CENTRAL REGION,43.14632,-79.19266,DOCK,0,1,NOT MOVING,DOCKED,ACCIDENT,PERSON SERIOUSLY INJURED OR KILLED
M11C0029,CANADA,2007,UPTO 100000,CARGO,LIQUID CARGO,Aug,CENTRAL REGION,45.06666,-74.5275,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M11C0029,CANADA,1976,UPTO 100000,CARGO,LIQUID CARGO,Aug,CENTRAL REGION,45.06666,-74.5275,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M11C0029,CANADA,1985,UPTO 100000,CARGO,LIQUID CARGO,Aug,CENTRAL REGION,45.06666,-74.5275,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M11C0031,CANADA,1943,UPTO 10000,CARGO,SOLID CARGO,Aug,CENTRAL REGION,42.91333,-83.08,LAKE,0,0,MOVING,AHEAD,INCIDENT,RISK OF BOTTOM CONTACT
M11C0032,CANADA,1980,UPTO 100000,CARGO,SOLID CARGO,Aug,CENTRAL REGION,43.28166,-82.40833,LAKE,0,0,MOVING,AHEAD,ACCIDENT,UNFIT
