OccNo,VesselFlag,YearBuilt,Gross Tonnage,Vessel Type,Vessel Sub Type,Month,Accident Region,Latitude,Logitude,Area Type,Fatalities,Serious Injuries,Vessel Phase,Vessel Sub Phase,Accident Type,Accident Sub Type
M05W0218,CANADA,1988,UPTO 1000,FISHING,FISHING,Nov,PACIFIC REGION,50.71305,-127.488,HARBOUR,0,0,MOVING,AHEAD,INCIDENT,RISK OF BOTTOM CONTACT
M05W0219,PANAMA,1994,UPTO 100000,CARGO,SOLID CARGO,Nov,PACIFIC REGION,49.3,-123.2666,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M05W0220,UNITED STATES - US,1984,UPTO 100,TUG,SERVICE,Nov,PACIFIC REGION,50.13333,-125.35,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M05W0220,UNITED STATES - US,1985,UPTO 100,TUG,SERVICE,Nov,PACIFIC REGION,50.13333,-125.35,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M05W0221,CANADA,1976,UPTO 10000,OTHER,PASSENGER,Oct,PACIFIC REGION,49.16666,-123.933,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M05W0222,CANADA,1992,UPTO 100,TUG,SERVICE,Nov,PACIFIC REGION,49.11666,-123.2333,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M05W0222,CANADA,1964,UPTO 100,TUG,SERVICE,Nov,PACIFIC REGION,49.11666,-123.2333,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M05W0222,CANADA,1970,UPTO 100,TUG,SERVICE,Nov,PACIFIC REGION,49.11666,-123.2333,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M05W0223,CANADA,1979,UPTO 100,FISHING,FISHING,Dec,PACIFIC REGION,54.175,-130.4,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,EXPLOSION
M05W0224,CANADA,1986,UPTO 10000,TUG,SERVICE,Nov,PACIFIC REGION,48.41666,-123.3833,HARBOUR,0,0,NOT MOVING,DOCKED,INCIDENT,TOTAL FAILURE OF MACHINERY
M05W0225,CANADA,1969,UPTO 1000,OTHER,PASSENGER,Nov,PACIFIC REGION,50.62654,-127.019,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M05W0226,CANADA,1993,UPTO 10000,PASSENGER,PASSENGER - CARGO,Sep,PACIFIC REGION,53.50627,-113.5659,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF BOTTOM CONTACT
M05W0227,CANADA,1978,UPTO 100,FISHING,FISHING,Dec,PACIFIC REGION,50.12666,-125.1827,BAY,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M05W0228,CANADA,1953,UPTO 100,FISHING,FISHING,Dec,PACIFIC REGION,49.28,-126.03,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,RISK OF PERSON OVERBOARD
M05W0229,CANADA,1985,UPTO 1000,FISHING,FISHING,Dec,PACIFIC REGION,52.21,-128.1977,SEA,0,0,MOVING,AHEAD,ACCIDENT,UNFIT
M05W0230,CANADA,1981,UPTO 1000,FISHING,FISHING,Dec,PACIFIC REGION,49.1,-123.3,RIVER,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M05W0231,CANADA,1976,UPTO 10000,OTHER,PASSENGER,Oct,PACIFIC REGION,49.42777,-123.445,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M05W0232,CANADA,1951,UPTO 1000,BARGE,SOLID CARGO,Dec,PACIFIC REGION,50.63333,-126.35,BAY,0,0,NOT MOVING,DOCKED,ACCIDENT,EXPLOSION
M05W0233,CANADA,1985,UPTO 1000,TUG,SERVICE,Dec,PACIFIC REGION,50.05,-124.9166,BAY,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M05W0234,CANADA,1976,UPTO 10000,OTHER,PASSENGER,Dec,PACIFIC REGION,49.43305,-123.4666,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M05W0235,CANADA,1965,UPTO 100,FISHING,FISHING,Dec,PACIFIC REGION,50.03472,-125.2429,HARBOUR,0,0,NOT MOVING,DOCKED,ACCIDENT,GROUNDING
M05W0236,CANADA,1974,UPTO 100,FISHING,FISHING,May,PACIFIC REGION,49.64916,-124.6827,CHANNEL,0,0,NOT MOVING,UNDER CONSTRUCTION,ACCIDENT,SANK
M05W0236,CANADA,1985,UPTO 100,FISHING,FISHING,May,PACIFIC REGION,49.64916,-124.6827,CHANNEL,0,0,NOT MOVING,UNDER CONSTRUCTION,ACCIDENT,SANK
M05W0237,CANADA,1985,UPTO 1000,FISHING,FISHING,Aug,PACIFIC REGION,49.12333,-123.19,HARBOUR,1,0,NOT MOVING,DOCKED,ACCIDENT,PERSON SERIOUSLY INJURED OR KILLED
M06C0001,CANADA,1982,UPTO 100000,CARGO,SOLID CARGO,Mar,CENTRAL REGION,43.00138,-82.46027,LAKE,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M06C0002,CANADA,1976,UPTO 10000,CARGO,LIQUID CARGO,Mar,CENTRAL REGION,44.75805,-75.4275,RIVER,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M06C0003,CANADA,1967,UPTO 100000,CARGO,SOLID CARGO,Apr,CENTRAL REGION,43.11065,-79.25101,DOCK,0,0,MOVING,AHEAD,ACCIDENT,UNFIT
M06C0004,TURKEY,1981,UPTO 100000,CARGO,SOLID CARGO,Apr,CENTRAL REGION,48.41666,-89.15,LAKE,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M06C0005,CANADA,1981,UPTO 100000,CARGO,SOLID CARGO,Apr,CENTRAL REGION,44.55055,-75.72694,RIVER,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M06C0006,CANADA,1985,UPTO 1000,FISHING,FISHING,Apr,CENTRAL REGION,44.96666,-80.99999,BAY,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M06C0007,NETHERLANDS,2001,UPTO 10000,CARGO,SOLID CARGO,Apr,CENTRAL REGION,44.63333,-75.6,RIVER,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M06C0008,CANADA,1967,UPTO 100000,CARGO,SOLID CARGO,Apr,CENTRAL REGION,44.68333,-82.75611,LAKE,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M06C0009,MALTA,1998,UPTO 100000,CARGO,SOLID CARGO,May,CENTRAL REGION,43.86277,-78.82527,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M06C0010,GREECE,1984,UPTO 100000,CARGO,SOLID CARGO,May,CENTRAL REGION,44.825,-75.32222,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M06C0011,GREECE,1984,UPTO 100000,CARGO,SOLID CARGO,May,CENTRAL REGION,45.40989,-73.5513,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M06C0012,CANADA,1985,UPTO 1000,PASSENGER,PASSENGER - CARGO,Apr,CENTRAL REGION,42.5,-79.5,LAKE,0,0,MOVING,AHEAD,ACCIDENT,SANK
M06C0013,CANADA,1976,UPTO 100000,CARGO,SOLID CARGO,May,CENTRAL REGION,47.52833,-88.52333,LAKE,0,0,MOVING,AHEAD,ACCIDENT,EXPLOSION
M06C0014,CANADA,1969,UPTO 100000,CARGO,SOLID CARGO,May,CENTRAL REGION,43.13368,-79.19224,CHANNEL,0,1,MOVING,AHEAD,ACCIDENT,PERSON SERIOUSLY INJURED OR KILLED
M06C0015,CANADA,1976,UPTO 1000,PASSENGER,PASSENGER - CARGO,Apr,CENTRAL REGION,44.3223,-76.16675,HARBOUR,0,0,MOVING,AHEAD,INCIDENT,RISK OF BOTTOM CONTACT
M06C0016,CANADA,1983,UPTO 100000,CARGO,SOLID CARGO,May,CENTRAL REGION,42.88606,-79.24854,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M06C0017,CANADA,1977,UPTO 100000,CARGO,SOLID CARGO,May,CENTRAL REGION,46.43333,-84.26666,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M06C0018,CANADA,1972,UPTO 100000,CARGO,SOLID CARGO,May,CENTRAL REGION,46.50936,-84.34057,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,RISK OF BOTTOM CONTACT
M06C0019,ANTIGUA AND BARBUDA,1982,UPTO 10000,CARGO,SOLID CARGO,May,CENTRAL REGION,45.39833,-73.77694,LAKE,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M06C0020,MALTA,1983,UPTO 100000,CARGO,SOLID CARGO,May,CENTRAL REGION,45.32527,-73.90861,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M06C0020,CANADA,1985,UPTO 100000,CARGO,SOLID CARGO,May,CENTRAL REGION,45.32527,-73.90861,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M06C0021,BARBADOS,1978,UPTO 100000,CARGO,SOLID CARGO,Jun,CENTRAL REGION,44.4,-75.86666,RIVER,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M06C0022,CANADA,1984,UPTO 100000,CARGO,SOLID CARGO,Jun,CENTRAL REGION,45.12583,-74.43055,LAKE,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M06C0022,CANADA,1985,UPTO 100000,CARGO,SOLID CARGO,Jun,CENTRAL REGION,45.12583,-74.43055,LAKE,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M06C0023,CANADA,1984,UPTO 10000,TUG,SERVICE,May,CENTRAL REGION,42.515,-82.685,RIVER,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M06C0024,CANADA,1952,UPTO 100000,CARGO,SOLID CARGO,Jun,CENTRAL REGION,45.43333,-73.68333,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M06C0025,CANADA,1985,UPTO 100,OTHER,PASSENGER,Jun,CENTRAL REGION,46.46666,-84.46666,RIVER,0,0,NOT MOVING,DOCKED,ACCIDENT,COLLISION
M06C0026,CANADA,1971,UPTO 100000,CARGO,SOLID CARGO,Jun,CENTRAL REGION,43.27998,-79.85332,HARBOUR,0,0,NOT MOVING,DOCKED,INCIDENT,RISK OF PERSON OVERBOARD
M06C0027,CANADA,1983,UPTO 100000,CARGO,SOLID CARGO,Jun,CENTRAL REGION,43.01666,-82.46666,LAKE,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M06C0028,CANADA,1974,UPTO 10000,OTHER,PASSENGER,Jun,CENTRAL REGION,45.5,-81.86666,LAKE,0,0,MOVING,AHEAD,ACCIDENT,EXPLOSION
M06C0029,SINGAPORE,1985,UPTO 100000,CARGO,LIQUID CARGO,Jun,CENTRAL REGION,43.85205,-78.85525,HARBOUR,0,1,NOT MOVING,DOCKED,ACCIDENT,PERSON SERIOUSLY INJURED OR KILLED
M06C0030,CANADA,1984,UPTO 1000,PASSENGER,PASSENGER - CARGO,Jun,CENTRAL REGION,43,-82.45,RIVER,0,1,MOVING,AHEAD,ACCIDENT,PERSON SERIOUSLY INJURED OR KILLED
M06C0031,CANADA,1971,UPTO 100000,CARGO,SOLID CARGO,Jun,CENTRAL REGION,43.27671,-79.76703,HARBOUR,0,0,NOT MOVING,DOCKED,ACCIDENT,EXPLOSION
M06C0032,CANADA,1985,UPTO 100,BARGE,LIQUID CARGO,Jun,CENTRAL REGION,45.96771,-81.8996,HARBOUR,0,0,NOT MOVING,DOCKED,ACCIDENT,SANK
M06C0033,CANADA,1984,UPTO 10000,TUG,SERVICE,Jul,CENTRAL REGION,44.72833,-75.47333,HARBOUR,0,0,NOT MOVING,DOCKED,ACCIDENT,PERSON SERIOUSLY INJURED OR KILLED
M06C0035,CHINA,1985,UPTO 100000,CARGO,SOLID CARGO,Jul,CENTRAL REGION,43.00201,-79.24252,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M06C0036,CANADA,1985,UPTO 1000,OTHER,PASSENGER,Jul,CENTRAL REGION,46.03333,-82.26666,DOCK,0,0,MOVING,AHEAD,ACCIDENT,CAPSIZES
M06C0037,LIBERIA,1998,UPTO 10000,CARGO,LIQUID CARGO,Jul,CENTRAL REGION,45.4841,-73.5097,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M06C0038,CANADA,1977,UPTO 100000,CARGO,SOLID CARGO,Jul,CENTRAL REGION,43.16859,-79.19533,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M06C0038,CANADA,1979,UPTO 100000,CARGO,SOLID CARGO,Jul,CENTRAL REGION,43.16859,-79.19533,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M06C0039,CYPRUS,2002,UPTO 100000,CARGO,SOLID CARGO,Jul,CENTRAL REGION,46.49722,-84.40555,RIVER,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M06C0040,CANADA,1952,UPTO 100,OTHER,PASSENGER,Jul,CENTRAL REGION,44.24898,-76.35014,RIVER,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M06C0040,CANADA,1985,UPTO 100,OTHER,PASSENGER,Jul,CENTRAL REGION,44.24898,-76.35014,RIVER,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M06C0042,CANADA,1952,UPTO 1000,OTHER,PASSENGER,Aug,CENTRAL REGION,44.05,-77.01666,BAY,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M06C0043,CANADA,1974,UPTO 10000,OTHER,PASSENGER,Aug,CENTRAL REGION,45.33333,-81.71666,LAKE,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M06C0044,CANADA,1972,UPTO 1000,TUG,SERVICE,Aug,CENTRAL REGION,42.96666,-82.45,RIVER,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M06C0045,GREECE,1983,UPTO 100000,CARGO,SOLID CARGO,Aug,CENTRAL REGION,44.825,-75.31666,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M06C0047,YUGOSLAVIA,1985,UPTO 100000,CARGO,SOLID CARGO,Aug,CENTRAL REGION,45.48792,-73.52204,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M06C0048,UNITED STATES - US,1953,UPTO 100000,CARGO,SOLID CARGO,Aug,CENTRAL REGION,42.22722,-83.13194,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M06C0048,UNITED STATES - US,1985,UPTO 100000,CARGO,SOLID CARGO,Aug,CENTRAL REGION,42.22722,-83.13194,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M06C0050,MARSHALL ISLANDS,2003,UPTO 10000,CARGO,SOLID CARGO,Aug,CENTRAL REGION,45.1706,-74.36801,LAKE,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M06C0051,MALTA,1983,UPTO 10000,CARGO,SOLID CARGO,Sep,CENTRAL REGION,43.28333,-79.23333,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M06C0052,GREECE,1983,UPTO 100000,CARGO,SOLID CARGO,Sep,CENTRAL REGION,45.00388,-74.66861,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M06C0052,GREECE,1983,UPTO 100000,CARGO,SOLID CARGO,Sep,CENTRAL REGION,45.00388,-74.66861,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M06C0053,CANADA,1972,UPTO 100000,CARGO,SOLID CARGO,Sep,CENTRAL REGION,42.11666,-82.11666,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M06C0053,CANADA,1985,UPTO 100000,CARGO,SOLID CARGO,Sep,CENTRAL REGION,42.11666,-82.11666,RIVER,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M06C0054,CANADA,1968,UPTO 100000,CARGO,SOLID CARGO,Sep,CENTRAL REGION,42.8,-80.075,LAKE,0,0,MOVING,AHEAD,INCIDENT,RISK OF BOTTOM CONTACT
M06C0055,BAHAMAS,1985,UPTO 1000,OTHER,TRANSPORT,Sep,CENTRAL REGION,45.07,-74.51638,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M06C0056,CANADA,1997,UPTO 1000,PASSENGER,PASSENGER - CARGO,Sep,CENTRAL REGION,43.625,-79.39166,HARBOUR,0,0,MOVING,AHEAD,INCIDENT,RISK OF PERSON OVERBOARD
M06C0057,CANADA,1977,UPTO 100,PASSENGER,PASSENGER - CARGO,Sep,CENTRAL REGION,44.83536,-76.16323,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M06C0058,CANADA,1969,UPTO 1000,TUG,SERVICE,Oct,CENTRAL REGION,43.13118,-79.19297,DOCK,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M06C0059,CANADA,2005,UPTO 1000,OTHER,PASSENGER,Oct,CENTRAL REGION,43.63333,-79.38333,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M06C0060,BAHAMAS,1994,UPTO 100000,CARGO,SOLID CARGO,Oct,CENTRAL REGION,45.29618,-73.93121,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M06C0061,CANADA,1967,UPTO 1000,TUG,SERVICE,Oct,CENTRAL REGION,43.86353,-78.82396,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M06C0061,MALTA,1983,UPTO 1000,TUG,SERVICE,Oct,CENTRAL REGION,43.86353,-78.82396,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M06C0062,CANADA,1965,UPTO 100,PASSENGER,PASSENGER - CARGO,Sep,CENTRAL REGION,43.63333,-79.4,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M06C0063,CANADA,1952,UPTO 100000,CARGO,SOLID CARGO,Oct,CENTRAL REGION,45.27227,-73.94301,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M06C0064,CANADA,2003,UPTO 1000,BARGE,SOLID CARGO,Oct,CENTRAL REGION,42.96132,-82.42012,RIVER,0,0,MOVING,TOWED,ACCIDENT,GROUNDING
M06C0065,CANADA,1985,UPTO 1000,BARGE,LIQUID CARGO,Oct,CENTRAL REGION,52.07388,-97.09111,LAKE,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M06C0066,UNITED STATES - US,1952,UPTO 100000,CARGO,SOLID CARGO,Nov,CENTRAL REGION,42.96666,-82.46666,RIVER,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M06C0067,CANADA,1967,UPTO 100000,CARGO,SOLID CARGO,Nov,CENTRAL REGION,45.4224,-73.54994,CHANNEL,0,1,MOVING,AHEAD,ACCIDENT,PERSON SERIOUSLY INJURED OR KILLED
M06C0068,CANADA,1985,UPTO 10000,BARGE,LIQUID CARGO,Apr,CENTRAL REGION,46.51666,-84.375,HARBOUR,0,0,MOVING,TOWED,ACCIDENT,COLLISION
M06C0069,PANAMA,1985,UPTO 100000,CARGO,SOLID CARGO,Nov,CENTRAL REGION,44.83333,-75.30833,DOCK,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M06C0070,CANADA,1952,UPTO 100000,CARGO,SOLID CARGO,Nov,CENTRAL REGION,46.29601,-83.78931,HARBOUR,0,0,MOVING,ASTERN,ACCIDENT,COLLISION
M06C0071,CANADA,1982,UPTO 10000,CARGO,LIQUID CARGO,Oct,CENTRAL REGION,43.21968,-79.21426,DOCK,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M06C0072,CANADA,1985,UPTO 1000,TUG,SERVICE,Nov,CENTRAL REGION,42.86666,-79.25,HARBOUR,0,0,NOT MOVING,DOCKED,ACCIDENT,SANK
M06C0073,CANADA,1959,UPTO 100000,CARGO,SOLID CARGO,Oct,CENTRAL REGION,48.25333,-88.47055,LAKE,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M06C0074,NORWAY,1984,UPTO 100000,CARGO,SOLID CARGO,Nov,CENTRAL REGION,44.825,-75.31666,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M06C0075,GREECE,1985,UPTO 100000,CARGO,SOLID CARGO,Nov,CENTRAL REGION,44.83333,-75.31666,CHANNEL,0,0,MOVING,DRIFT,ACCIDENT,GROUNDING
M06C0076,CANADA,1985,UPTO 1000,TUG,SERVICE,Nov,CENTRAL REGION,42.5,-82.66666,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M06C0077,MARSHALL ISLANDS,1985,UPTO 100000,CARGO,LIQUID CARGO,Dec,CENTRAL REGION,43.21111,-79.21032,DOCK,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M06C0078,CANADA,1968,UPTO 100000,CARGO,SOLID CARGO,Dec,CENTRAL REGION,42.24567,-81.84623,LAKE,0,0,MOVING,AHEAD,ACCIDENT,EXPLOSION
M06C0079,CANADA,1965,UPTO 10000,CARGO,SOLID CARGO,Dec,CENTRAL REGION,44.01758,-77.13031,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M06C0080,CANADA,1985,UPTO 1000,FISHING,FISHING,Dec,CENTRAL REGION,44.96666,-81.00138,HARBOUR,0,0,NOT MOVING,DOCKED,ACCIDENT,SANK
M06C0081,CANADA,1978,UPTO 100,TUG,SERVICE,Dec,CENTRAL REGION,42.85,-79.41666,CHANNEL,0,0,NOT MOVING,DOCKED,ACCIDENT,SANK
M06C0082,SWITZERLAND,1985,UPTO 10000,CARGO,SOLID CARGO,Dec,CENTRAL REGION,44.83805,-75.30884,CHANNEL,0,0,NOT MOVING,DOCKED,ACCIDENT,COLLISION
M06C0083,BAHAMAS,1985,UPTO 1000,OTHER,TRANSPORT,Sep,CENTRAL REGION,45.07,-74.51638,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M06C0084,CANADA,1985,UPTO 100,OTHER,PASSENGER,Sep,CENTRAL REGION,50.12604,-96.87659,RIVER,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M06C0084,CANADA,1985,UPTO 100,OTHER,PASSENGER,Sep,CENTRAL REGION,50.12604,-96.87659,RIVER,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M06C0085,CHINA,2000,UPTO 100000,CARGO,SOLID CARGO,Oct,CENTRAL REGION,45.475,-73.525,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M06C0087,CANADA,1962,UPTO 1000,OTHER,PASSENGER,Oct,CENTRAL REGION,44.19244,-76.73778,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M06F0001,CANADA,1943,UPTO 100000,CARGO,SOLID CARGO,Jan,FOREIGN WATERS,46.06666,-84.00833,RIVER,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M06F0002,CANADA,1982,UPTO 100000,CARGO,SOLID CARGO,Jan,FOREIGN WATERS,41.70166,-87.54666,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,RISK OF BOTTOM CONTACT
M06F0005,CANADA,1973,UPTO 1000,TUG,SERVICE,Mar,FOREIGN WATERS,30.56,122.665,SEA,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M06F0005,CHINA (MACAO S.A.R),1985,UPTO 1000,TUG,SERVICE,Mar,FOREIGN WATERS,30.56,122.665,SEA,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M06F0006,CANADA,1976,UPTO 10000,TUG,SERVICE,Mar,FOREIGN WATERS,41.76666,-70.5,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M06F0006,CANADA,2001,UPTO 10000,TUG,SERVICE,Mar,FOREIGN WATERS,41.76666,-70.5,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M06F0006,XXXX,1985,UPTO 10000,TUG,SERVICE,Mar,FOREIGN WATERS,41.76666,-70.5,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M06F0008,CANADA,1963,UPTO 100000,CARGO,SOLID CARGO,Jun,FOREIGN WATERS,43.84833,-82.40833,LAKE,0,1,MOVING,AHEAD,ACCIDENT,PERSON SERIOUSLY INJURED OR KILLED
M06F0009,CANADA,1977,UPTO 10000,CARGO,LIQUID CARGO,Jun,FOREIGN WATERS,42.43333,-82.8,LAKE,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M06F0009,UNITED STATES - US,1985,UPTO 10000,CARGO,LIQUID CARGO,Jun,FOREIGN WATERS,42.43333,-82.8,LAKE,0,0,MOVING,AHEAD,INCIDENT,RISK OF COLLISION
M06F0010,CANADA,1959,UPTO 1000,TUG,SERVICE,Jul,FOREIGN WATERS,44.86666,-37.74722,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M06F0012,CANADA,1943,UPTO 100000,CARGO,SOLID CARGO,Aug,FOREIGN WATERS,41.7,-88.55555,HARBOUR,0,1,MOVING,AHEAD,ACCIDENT,PERSON SERIOUSLY INJURED OR KILLED
M06F0013,CANADA,1965,UPTO 10000,CARGO,SOLID CARGO,Sep,FOREIGN WATERS,43.44305,-76.5,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M06F0015,CANADA,1983,UPTO 100000,CARGO,SOLID CARGO,Sep,FOREIGN WATERS,46.25,-84.175,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,RISK OF BOTTOM CONTACT
M06F0018,CANADA,1977,UPTO 100000,CARGO,SOLID CARGO,Nov,FOREIGN WATERS,45.28759,-83.16076,LAKE,0,0,MOVING,AHEAD,INCIDENT,RISK OF SINKING
M06F0019,CANADA,1976,UPTO 100000,CARGO,SOLID CARGO,Nov,FOREIGN WATERS,46.50138,-84.38326,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M06F0020,CANADA,1972,UPTO 100000,CARGO,SOLID CARGO,Nov,FOREIGN WATERS,43.45,-83.86666,CHANNEL,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M06F0022,CANADA,1943,UPTO 100000,CARGO,SOLID CARGO,Nov,FOREIGN WATERS,42.61842,-82.526,RIVER,0,0,MOVING,AHEAD,INCIDENT,TOTAL FAILURE OF MACHINERY
M06F0023,CANADA,1976,UPTO 100000,CARGO,SOLID CARGO,Dec,FOREIGN WATERS,41.77083,-81.28027,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M06F0025,CANADA,1968,UPTO 100000,CARGO,SOLID CARGO,Dec,FOREIGN WATERS,41.41666,-82.71666,HARBOUR,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
M06F0026,CANADA,1959,UPTO 100000,CARGO,SOLID CARGO,Dec,FOREIGN WATERS,44.995,-74.675,CHANNEL,0,0,MOVING,AHEAD,INCIDENT,RISK OF BOTTOM CONTACT
M06F0029,CANADA,1968,UPTO 100000,CARGO,SOLID CARGO,Dec,FOREIGN WATERS,43.4875,-83.91027,RIVER,0,0,MOVING,AHEAD,ACCIDENT,COLLISION
M06F0030,CANADA,1977,UPTO 100000,CARGO,SOLID CARGO,Dec,FOREIGN WATERS,41.70333,-83.4475,RIVER,0,0,MOVING,AHEAD,ACCIDENT,GROUNDING
