OccNo,VesselName,VesselFlag,VesselType,VesselSubType,GrossTonnage,YearBuilt,YearRebuilt,VesselPhase,VesselActivityType,VesselActivitySubType,VesselLossIND,PrimaryVesselIND,PrimaryAccIncTypeIND,VesselAccIncType,VesselAccIncSubType,PRODUCTION_DT
M17P0199,PACIFIC DISCOVERY,CANADA,FISHING,SEINER,99.16,1987,,UNDERWAY - unknown,FISHING,FISHING,NO,YES,YES,PERSON SERIOUSLY INJURED OR KILLED,"BOARDING, BEING ON BOARD, FALLING OVERBOARD FROM THE SHIP",2018-08-15T10:01:40
M17P0200,GIMLI 1,CANADA,SERVICE SHIP,LIFEBOAT/SEARCH AND RESCUE,4.60,,,UNDERWAY - moving ahead,SERVICE,SAR,NO,YES,YES,BOTTOM CONTACT,N/A,2018-08-15T10:01:40
M17P0201,APRIL POINT CONNECTOR,CANADA,PASSENGER,PASSENGER ONLY,1.00,,,BERTHED/DOCKED,CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0202,AMANDA RAE,CANADA,FISHING,OPEN BOAT,1.00,,,BERTHED/DOCKED,FISHING,FISHING,NO,YES,YES,SANK,FLOODING,2018-08-15T10:01:40
M17P0203,MORNING MENAD,BAHAMAS,CARGO - SOLID,RO-RO-CARGO,41192.00,2007,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0203,MORNING MENAD,BAHAMAS,CARGO - SOLID,RO-RO-CARGO,41192.00,2007,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,NO,INTENTIONAL BEACHING/GROUNDING/ANCHORING TO AVOID OCCURRENCE,N/A,2018-08-15T10:01:40
M17P0204,SCOTCH CAP,UNITED STATES - US,FISHING,UNKNOWN,101.00,,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,BOTTOM CONTACT,N/A,2018-08-15T10:01:40
M17P0204,SCOTCH CAP,UNITED STATES - US,FISHING,UNKNOWN,101.00,,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,NO,RISK OF SINKING,N/A,2018-08-15T10:01:40
M17P0206,SEAHAWK,CANADA,FISHING,TRAP,,,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0208,CSCL AFRICA,CHINA (HONG KONG S.A.R),CARGO - SOLID,CONTAINER SHIP,90645.00,,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0209,DOUBLE TROUBLE II,CANADA,FISHING,GILLNETTER,14.27,,,UNDERWAY - moving ahead,FISHING,NATIVE FISHING,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0210,COASTAL RUNNER,CANADA,FERRY,PASSENGER,42.72,2008,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0211,COASTAL CELEBRATION,CANADA,FERRY,PASSENGER/VEHICLE,21777.00,2007,,"UNDERWAY - manuevering (berthing, unberthing, docking, etc)",CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,RISK OF STRIKING (NEAR ALLISION),RISK OF ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES VESSELS),2018-08-15T10:01:40
M17P0212,NORTHERN SILVER,CANADA,FISHING,GILLNETTER,11.41,1979,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0213,CRAZY LEGS,CANADA,PASSENGER,PASSENGER ONLY,13.77,,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,EXCURSION,NO,YES,YES,SUSTAINS DAMAGE RENDER UNSEAWORTHY/UNFIT FOR PURPOSE,"UNFIT FOR PURPOSE - ICE, WEATHER, ETC.",2018-08-15T10:01:40
M17P0213,CRAZY LEGS,CANADA,PASSENGER,PASSENGER ONLY,13.77,,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,EXCURSION,NO,YES,NO,RISK OF SINKING,N/A,2018-08-15T10:01:40
M17P0213,CRAZY LEGS,CANADA,PASSENGER,PASSENGER ONLY,13.77,,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,EXCURSION,NO,YES,NO,ABANDONED,N/A,2018-08-15T10:01:40
M17P0216,E.J. SAFARIK,CANADA,FISHING,TRAWLER,115.35,1988,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,BOTTOM CONTACT,N/A,2018-08-15T10:01:40
M17P0216,E.J. SAFARIK,CANADA,FISHING,TRAWLER,115.35,1988,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,NO,SUSTAINS DAMAGE RENDER UNSEAWORTHY/UNFIT FOR PURPOSE,"UNFIT FOR PURPOSE - ICE, WEATHER, ETC.",2018-08-15T10:01:40
M17P0217,COASTAL CELEBRATION,CANADA,FERRY,PASSENGER/VEHICLE,21777.00,2007,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,RISK OF COLLISION (NEAR COLLISION),WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M17P0217,Recreational Craft - Sailing Vessel,N/A,SHIPS BOAT,Recreational Craft,,,,UNDERWAY - moving ahead,NOT ENGAGED IN COMMERCIAL ACTIVITY,N/A,NO,NO,YES,RISK OF COLLISION (NEAR COLLISION),WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M17P0218,C02219,CANADA,FISHING,TRAP,4.60,1978,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0219,SEASPAN ZAMBEZI,CHINA (HONG KONG S.A.R),CARGO - SOLID,CONTAINER SHIP,112967.00,,,BERTHED/DOCKED,CARRIAGE OF GOODS,N/A,NO,YES,YES,DANGEROUS GOODS RELEASED,FROM THE SHIP,2018-08-15T10:01:40
M17P0220,C00135BC,CANADA,PASSENGER,PASSENGER ONLY,4.60,,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),2018-08-15T10:01:40
M17P0221,AKKO CHAN,CANADA,FISHING,TROLLER,14.07,1973,,UNDERWAY - moving ahead,FISHING,NATIVE FISHING,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0222,REVOLUTION I,CANADA,SERVICE SHIP,WORKBOAT,23.07,,,UNDERWAY - moving ahead,FISHING,AQUACULTURE OPERATIONS,NO,YES,YES,BOTTOM CONTACT,N/A,2018-08-15T10:01:40
M17P0223,ISLAND JOYE I,CANADA,FISHING,UNKNOWN,73.48,1971,,UNDERWAY - moving ahead,UNKNOWN,N/A,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M17P0224,CCG ER 701,CANADA,SERVICE SHIP,WORKBOAT,14.49,,,"UNDERWAY - manuevering (berthing, unberthing, docking, etc)",SERVICE,SAR,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0225,WESTERN PRINCESS,CANADA,FISHING,SEINER,84.51,1987,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),2018-08-15T10:01:40
M17P0226,C04499BC,CANADA,SERVICE SHIP,WORKBOAT,4.60,,,UNDERWAY - moving ahead,SERVICE,RESEARCH,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0227,SEVEN SEAS MARINER,BAHAMAS,PASSENGER,PASSENGER ONLY,48075.00,2001,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,PERSON SERIOUSLY INJURED OR KILLED,IN CONTACT WITH ANY PART OF THE SHIP OR ITS CONTENTS,2018-08-15T10:01:40
M17P0228,SALISH EAGLE,CANADA,FERRY,PASSENGER/VEHICLE,8728.00,2017,,BERTHED/DOCKED,CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,DANGEROUS GOODS RELEASED,ON BOARD SHIP,2018-08-15T10:01:40
M17P0229,SALISH ORCA,CANADA,FERRY,PASSENGER/VEHICLE,8728.00,2016,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,RISK OF COLLISION (NEAR COLLISION),WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M17P0229,"Recreational Craft - PC - ""AQUARIUS""",N/A,SHIPS BOAT,Recreational Craft,,,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,ENTERTAINMENT,NO,NO,YES,RISK OF COLLISION (NEAR COLLISION),RISK OF BEING STRUCK,2018-08-15T10:01:40
M17P0230,TAMANAWAS,CANADA,FISHING,UNKNOWN,82.84,1973,,UNDERWAY - moving ahead,FISHING,AQUACULTURE OPERATIONS,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M17P0231,SPIRIT OF BRITISH COLUMBIA,CANADA,FERRY,PASSENGER/VEHICLE,18747.44,1992,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,RISK OF COLLISION (NEAR COLLISION),WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M17P0231,Recreational Craft - PC - SURVIVOR,N/A,SHIPS BOAT,Recreational Craft,,,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,EXCURSION,NO,NO,YES,RISK OF COLLISION (NEAR COLLISION),RISK OF BEING STRUCK,2018-08-15T10:01:40
M17P0232,K-ROBY,CANADA,FISHING,GILLNETTER,14.55,1988,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0233,C07954BC,CANADA,PASSENGER,PASSENGER ONLY,1.83,,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,PERSON OVERBOARD,N/A,2018-08-15T10:01:40
M17P0233,C07954BC,CANADA,PASSENGER,PASSENGER ONLY,1.83,,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,GENERAL,NO,YES,NO,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0234,Other - SUN DANCER,N/A,SHIPS BOAT,Other,,,,BERTHED/DOCKED,CARRIAGE OF PEOPLE,ENTERTAINMENT,YES,YES,YES,EXPLOSION,N/A,2018-08-15T10:01:40
M17P0234,Other - SUN DANCER,N/A,SHIPS BOAT,Other,,,,BERTHED/DOCKED,CARRIAGE OF PEOPLE,ENTERTAINMENT,YES,YES,NO,FIRE,N/A,2018-08-15T10:01:40
M17P0235,STAR LOEN,NORWAY,CARGO - SOLID,GENERAL CARGO,37447.00,2013,,"UNDERWAY - manuevering (berthing, unberthing, docking, etc)",CARRIAGE OF GOODS,N/A,NO,YES,YES,RISK OF COLLISION (NEAR COLLISION),WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M17P0235,MIDNIGHT MARINER I,CANADA,FISHING,UNKNOWN,58.00,1972,,"UNDERWAY - manuevering (berthing, unberthing, docking, etc)",FISHING,FISHING,NO,NO,YES,RISK OF COLLISION (NEAR COLLISION),RISK OF BEING STRUCK,2018-08-15T10:01:40
M17P0236,SEA LANE II,CANADA,TUG,N/A,9.75,1960,,BERTHED/DOCKED,SERVICE,"TOWING, ASSISTING",NO,YES,YES,SANK,FLOODING,2018-08-15T10:01:40
M17P0237,NYK ATHENA,PANAMA,CARGO - SOLID,CONTAINER SHIP,75484.00,2003,,"UNDERWAY - manuevering (berthing, unberthing, docking, etc)",CARRIAGE OF GOODS,N/A,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0238,13K110732,CANADA,FISHING,TRAP,,,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0239,C01608BC,CANADA,PASSENGER,PASSENGER ONLY,3.00,,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,EXCURSION - WHALE WATCHING,NO,YES,YES,COLLISION,WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M17P0239,C01608BC,CANADA,PASSENGER,PASSENGER ONLY,3.00,,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,EXCURSION - WHALE WATCHING,NO,YES,NO,PERSON SERIOUSLY INJURED OR KILLED,IN CONTACT WITH ANY PART OF THE SHIP OR ITS CONTENTS,2018-08-15T10:01:40
M17P0240,SALISH ORCA,CANADA,FERRY,PASSENGER/VEHICLE,8728.00,2016,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,RISK OF COLLISION (NEAR COLLISION),WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M17P0240,Recreational Craft - Sport fishing,N/A,SHIPS BOAT,Recreational Craft,,,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,EXCURSION,NO,NO,YES,RISK OF COLLISION (NEAR COLLISION),WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M17P0241,HENRY BLAKE,UNITED STATES - US,SERVICE SHIP,BUOY TENDER/RE-SUPPLY,903.00,2000,,UNDERWAY - moving ahead,NOT ENGAGED IN COMMERCIAL ACTIVITY,N/A,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0242,BAYNES SOUND CONNECTOR,CANADA,FERRY,PASSENGER/VEHICLE,753.00,2015,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,RISK OF COLLISION (NEAR COLLISION),WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M17P0242,Recreational Craft - Speed boat,N/A,SHIPS BOAT,Recreational Craft,,,,UNDERWAY - moving ahead,NOT ENGAGED IN COMMERCIAL ACTIVITY,N/A,NO,NO,YES,RISK OF COLLISION (NEAR COLLISION),WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M17P0243,BURRARD QUEEN,CANADA,PASSENGER,PASSENGER ONLY,220.56,1967,,"UNDERWAY - manuevering (berthing, unberthing, docking, etc)",CARRIAGE OF PEOPLE,ENTERTAINMENT,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0244,OCEAN MONARCH,CANADA,TUG,N/A,9.81,1991,,UNDERWAY - moving ahead,SERVICE,"TOWING, ASSISTING",NO,YES,YES,BOTTOM CONTACT,N/A,2018-08-15T10:01:40
M17P0245,OCEAN PIONEER,CANADA,FISHING,TROLLER,14.53,1964,,MOORED,NOT ENGAGED IN COMMERCIAL ACTIVITY,N/A,NO,YES,YES,RISK OF SINKING,N/A,2018-08-15T10:01:40
M17P0246,FM 503,CANADA,BARGE - LIQUID CARGO,BARGE - COMBINATION OIL/CARGO/RO-RO,771.77,1966,,TOWED/PUSHED (not using own engine),,,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M17P0247,V2V EMPRESS,CANADA,PASSENGER,PASSENGER ONLY,465.00,1994,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0248,MAR-ELL MIST,CANADA,PASSENGER,PASSENGER ONLY,17.25,1972,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M17P0249,CHRISTAV,CANADA,FISHING,SEINER,95.44,1978,,UNDERWAY – not making way/adrift,FISHING,FISHING,NO,YES,YES,PERSON SERIOUSLY INJURED OR KILLED,IN CONTACT WITH ANY PART OF THE SHIP OR ITS CONTENTS,2018-08-15T10:01:40
M17P0250,AFRICAN JAY,BAHAMAS,CARGO - SOLID,GENERAL CARGO,23750.00,2015,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0251,Seaplane - Harbor Air,N/A,OTHER OBJECT,Seaplane,,,,"UNDERWAY - manuevering (berthing, unberthing, docking, etc)",NOT ENGAGED IN COMMERCIAL ACTIVITY,N/A,NO,YES,YES,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),2018-08-15T10:01:40
M17P0251,C16469BC,CANADA,SERVICE SHIP,LIFEBOAT/SEARCH AND RESCUE,1.87,,,MOORED,NOT ENGAGED IN COMMERCIAL ACTIVITY,N/A,NO,NO,YES,COLLISION,STRUCK BY VESSEL,2018-08-15T10:01:40
M17P0252,C01792BC,CANADA,SERVICE SHIP,LIFEBOAT/SEARCH AND RESCUE,4.99,,,UNDERWAY - moving ahead,SERVICE,PATROL,NO,YES,YES,BOTTOM CONTACT,N/A,2018-08-15T10:01:40
M17P0253,GORDON REID,CANADA,SERVICE SHIP,COASTGUARD DUTIES (INCL. FISHERIES MANAGEMENT),879.61,1990,,ANCHORED,SERVICE,PATROL,NO,YES,YES,FIRE,N/A,2018-08-15T10:01:40
M17P0254,COASTAL CELEBRATION,CANADA,FERRY,PASSENGER/VEHICLE,21777.00,2007,,"UNDERWAY - manuevering (berthing, unberthing, docking, etc)",CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0255,HARBOUR FASHION,PORTUGAL,CARGO - LIQUID,CHEMICAL TANKER,11880.00,2011,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0257,SALISH EAGLE,CANADA,FERRY,PASSENGER/VEHICLE,8728.00,2017,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,RISK OF COLLISION (NEAR COLLISION),WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M17P0257,OUR BRO,CANADA,FISHING,TRAP,4.60,,,UNDERWAY - moving ahead,FISHING,NATIVE FISHING,NO,NO,YES,RISK OF COLLISION (NEAR COLLISION),WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M17P0258,WILLIAM I,CANADA,FISHING,GILLNETTER,11.19,,,UNDERWAY - moving ahead,FISHING,NATIVE FISHING,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M17P0259,Other - Red Lund with outboard motor,N/A,SHIPS BOAT,Other,,,,"UNDERWAY - manuevering (berthing, unberthing, docking, etc)",CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,COLLISION,WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M17P0259,Other - Open Alluminium Boat with outboard motor,N/A,SHIPS BOAT,Other,,,,"UNDERWAY - manuevering (berthing, unberthing, docking, etc)",CARRIAGE OF PEOPLE,GENERAL,NO,NO,YES,COLLISION,STRUCK BY VESSEL,2018-08-15T10:01:40
M17P0260,BAYNES SOUND CONNECTOR,CANADA,FERRY,PASSENGER/VEHICLE,753.00,2015,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,GENERAL,NO,YES,YES,RISK OF COLLISION (NEAR COLLISION),WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M17P0260,Recreational Craft - BRAND NAME: GRADY-WHITE,N/A,SHIPS BOAT,Recreational Craft,,,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,GENERAL,NO,NO,YES,RISK OF COLLISION (NEAR COLLISION),WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M17P0261,PHI LONG,CANADA,FISHING,UNKNOWN,7.98,1974,,UNKNOWN,FISHING,FISHING,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M17P0262,MARRY B,UNITED STATES - US,FISHING,UNKNOWN,,,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,COLLISION,WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M17P0263,FREE ENTERPRISE NO.1,CANADA,FISHING,TRAWLER,99.49,1979,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0264,T-BONE,CANADA,FISHING,GILLNETTER,,,,ANCHORED,FISHING,FISHING,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M17P0266,CETUS,CANADA,FISHING,TROLLER,13.31,1965,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,GROUNDING,UNDER POWER (NON-INTENTIONAL),2018-08-15T10:01:40
M17P0267,PRINCESS ELAINE,UNITED STATES - US,FISHING,TRAWLER,,,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,RISK OF GROUNDING,N/A,2018-08-15T10:01:40
M17P0269,JEANNA MARIE,CANADA,FISHING,TRAWLER,218.12,1979,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0270,ITB VANCOUVER,CANADA,BARGE - LIQUID CARGO,BARGE - PRODUCT,2051.00,1998,,TOWED/PUSHED (not using own engine),CARRIAGE OF GOODS,N/A,NO,YES,YES,PERSON OVERBOARD,N/A,2018-08-15T10:01:40
M17P0271,H.N. HODDER,CANADA,TUG,N/A,74.99,1981,,UNDERWAY - moving ahead,SERVICE,"TOWING, ASSISTING",NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0272,CHRISHELLE,CANADA,FISHING,TRAP,14.80,1990,,UNDERWAY - moving ahead,FISHING,FISHING,NO,YES,YES,RISK OF COLLISION (NEAR COLLISION),WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M17P0272,SALISH RAVEN,CANADA,PASSENGER,PASSENGER - CARGO,8728.00,2016,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,GENERAL,NO,NO,YES,RISK OF COLLISION (NEAR COLLISION),WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M17P0273,W.W. XXXIX,CANADA,TUG,N/A,4.63,,,BERTHED/DOCKED,SERVICE,PUSHING,NO,YES,YES,SANK,FLOODING,2018-08-15T10:01:40
M17P0274,CAPE PALMERSTON,CANADA,SERVICE SHIP,LIFEBOAT/SEARCH AND RESCUE,27.42,2011,,UNDERWAY - moving ahead,SERVICE,SAR,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0275,M. CHARLES M.B.,CANADA,SERVICE SHIP,COASTGUARD DUTIES (INCL. FISHERIES MANAGEMENT),253.00,2014,,ANCHORED,SERVICE,PATROL,NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0276,KAYMAR,CANADA,TUG,N/A,145.65,1973,,UNDERWAY - moving ahead,SERVICE,"TOWING, ASSISTING",NO,YES,YES,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,2018-08-15T10:01:40
M17P0277,Recreational Craft - SV Kinohi,N/A,SHIPS BOAT,Recreational Craft,,,,UNDERWAY - moving ahead,NOT ENGAGED IN COMMERCIAL ACTIVITY,N/A,NO,YES,YES,RISK OF COLLISION (NEAR COLLISION),WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M17P0277,CHARLES H. CATES III,CANADA,TUG,N/A,124.04,1990,,UNDERWAY - moving ahead,SERVICE,"TOWING, ASSISTING",NO,NO,YES,RISK OF COLLISION (NEAR COLLISION),WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M17P0278,CAPE ISTANBUL,MARSHALL ISLANDS,CARGO - SOLID,BULK CARRIER,91642.00,2011,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,YES,INTENTIONAL BEACHING/GROUNDING/ANCHORING TO AVOID OCCURRENCE,N/A,2018-08-15T10:01:40
M17P0278,CAPE ISTANBUL,MARSHALL ISLANDS,CARGO - SOLID,BULK CARRIER,91642.00,2011,,UNDERWAY - moving ahead,CARRIAGE OF GOODS,N/A,NO,YES,NO,RISK OF GROUNDING,N/A,2018-08-15T10:01:40
M17P0279,Recreational Craft - #760 Swells Marina,N/A,SHIPS BOAT,Recreational Craft,,,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,EXCURSION,NO,YES,YES,RISK OF COLLISION (NEAR COLLISION),WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M17P0279,QUEEN OF COQUITLAM,CANADA,FERRY,PASSENGER/VEHICLE,13646.00,1976,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,GENERAL,NO,NO,YES,RISK OF COLLISION (NEAR COLLISION),WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
M17P0280,HURST ISLE,CANADA,PASSENGER,PASSENGER - CARGO,14.71,1973,,UNKNOWN,CARRIAGE OF PEOPLE,DIVING,NO,YES,YES,PERSON SERIOUSLY INJURED OR KILLED,"BOARDING, BEING ON BOARD, FALLING OVERBOARD FROM THE SHIP",2018-08-15T10:01:40
M17P0281,SEASPAN QUEEN,CANADA,TUG,N/A,206.69,1964,,UNDERWAY - moving ahead,SERVICE,"TOWING, ASSISTING",NO,YES,YES,BOTTOM CONTACT,N/A,2018-08-15T10:01:40
M17P0282,Recreational Craft - Jet Ski - BC5577725,N/A,SHIPS BOAT,Recreational Craft,,,,UNDERWAY - moving ahead,CARRIAGE OF PEOPLE,ENTERTAINMENT,NO,YES,YES,COLLISION,WITH ANOTHER VESSEL OR OTHER FLOATING OBJECT,2018-08-15T10:01:40
